Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Quarter_Num,Year,Quarter_Date,Total_Casualties,Casualty_Rate,Fatality_Rate,Vehicles_per_Crash,Total_Factors,SPV_Prop,DAD_Prop,PWR_Prop,FTQ_Prop,Other_Factors_Prop,Quarter_Sin,Quarter_Cos,Severe_Crash,High_Casualty,State_Encoded,State_Adamawa,State_Akwa Ibom,State_Anambra,State_Bauchi,State_Bayelsa,State_Benue,State_Borno,State_Cross River,State_Delta,State_Ebonyi,State_Edo,State_Ekiti,State_Enugu,State_FCT,State_Gombe,State_Imo,State_Jigawa,State_Kaduna,State_Kano,State_Katsina,State_Kebbi,State_Kogi,State_Kwara,State_Lagos,State_Nasarawa,State_Niger,State_Ogun,State_Ondo,State_Osun,State_Oyo,State_Plateau,State_Rivers,State_Sokoto,State_Taraba,State_Yobe,State_Zamfara,Region,Region_Encoded,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West
Q4 2020,Delta,15,330,22,28,0,0,0,129,11,1,2022,2022-09-01,172,5.530612244897959,0.14479638009049775,1.1818181818181819,218,0.5882352941176471,0.0,0.0,0.5625,0.63,-2.4492935982947064e-16,1.0,1,1,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,False,False,False,False
Q2 2021,Adamawa,13,158,56,45,107,1,0,7,70,4,2021,2023-09-01,88,1.3483365949119375,0.11785714285714285,1.5211267605633803,135,0.38461538461538464,0.0029154518950437317,0.0049504950495049506,0.0,0.4375,-1.0,6.123233995736766e-17,1,0,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,0,False,False,False,False,False
Q1 2023,Adamawa,60,85,20,9,64,0,0,0,12,2,2021,2021-03-01,126,1.8235294117647058,0.11705685618729098,1.1505376344086022,616,0.0,0.0,0.0,0.5263157894736842,0.5217391304347826,1.0,-1.0,1,0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,3,False,False,False,False,False
Q2 2023,Abia,29,78,126,33,0,0,0,28,64,1,2021,2022-09-01,284,4.142857142857143,0.13253012048192772,1.4482758620689655,38,0.0,0.0,0.015625,0.0,0.47435897435897434,-1.0,-1.0,1,1,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,4,False,False,False,False,False
Q2 2022,Kwara,55,35,111,52,14,0,0,0,77,4,2021,2022-06-01,280,2.875,0.13687150837988826,1.4848484848484849,28,0.0,0.0,0.0,0.0,0.45652173913043476,-2.4492935982947064e-16,6.123233995736766e-17,0,1,13,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,South West,3,False,True,False,False,False
Q4 2023,Osun,69,532,30,98,28,0,0,0,25,1,2023,2022-09-01,171,1.1764705882352942,0.10707456978967496,0.05714285714285714,74,0.3333333333333333,0.003913894324853229,0.0,0.03314917127071823,0.23837209302325582,1.0,6.123233995736766e-17,1,1,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,5,False,True,False,False,False
Q2 2021,Zamfara,99,58,121,33,9,0,1,0,30,4,2021,2022-03-01,140,2.2099125364431487,0.175,1.1379310344827587,31,0.5423728813559322,0.0,0.0,0.0,0.3825503355704698,-2.4492935982947064e-16,6.123233995736766e-17,1,0,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,False,False
Q1 2024,Imo,70,370,50,110,4,0,0,5,21,1,2021,2022-03-01,405,41.0,0.17647058823529413,1.16,396,0.4530386740331492,0.0,0.0,0.007751937984496124,0.65,1.2246467991473532e-16,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,0,False,False,False,False,False
Q1 2023,Rivers,7,103,0,59,0,0,0,24,35,3,2023,2024-03-01,454,2.9902439024390244,0.18579234972677597,1.25,26,0.0,0.09090909090909091,0.0,0.007518796992481203,0.45161290322580644,1.2246467991473532e-16,1.0,1,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,0,False,False,False,False,False
Q4 2021,Benue,52,315,17,138,110,0,0,0,0,4,2022,2022-03-01,272,2.0,0.06584362139917696,0.9605911330049262,21,0.625,0.0,0.0,0.0,0.4864864864864865,1.2246467991473532e-16,-1.8369701987210297e-16,0,0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,South South,4,True,False,False,False,False
Q3 2021,Zamfara,39,133,54,209,88,1,0,20,25,2,2021,2022-06-01,349,17.0,0.18152350081037277,1.3108108108108107,77,0.6625,0.0056179775280898875,0.0,0.37333333333333335,0.7377049180327869,1.0,6.123233995736766e-17,1,0,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,False,True,False
Q2 2022,Akwa Ibom,84,23,3,60,40,0,0,0,54,1,2023,2023-06-01,28,2.3783783783783785,0.07115384615384615,1.4126984126984128,57,0.35,0.0,0.0,0.0,0.4198895027624309,1.0,-1.0,1,0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,2,False,False,False,False,False
Q4 2022,Oyo,32,233,46,242,0,0,0,0,22,2,2022,2021-03-01,153,4.6875,0.0918918918918919,1.051948051948052,67,0.5412844036697247,0.006802721088435374,0.0,0.6018518518518519,0.48333333333333334,1.0,-1.8369701987210297e-16,1,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,4,False,False,False,False,False
Q1 2022,Cross River,29,309,46,70,9,0,0,1,110,3,2022,2023-09-01,42,4.568181818181818,0.14150943396226415,1.825,10,0.5677290836653387,0.0,0.0,0.7465753424657534,0.2,1.0,-1.0,0,0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,2,False,False,False,False,True
Q2 2023,Osun,24,177,21,188,15,0,0,105,11,3,2022,2023-06-01,430,3.172972972972973,0.15097402597402598,0.08823529411764706,13,0.6176470588235294,0.0,0.0,0.015384615384615385,0.5833333333333334,-2.4492935982947064e-16,1.0,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,0,False,False,False,True,False
Q1 2022,Adamawa,58,16,85,133,46,0,0,14,20,4,2023,2022-03-01,79,5.567164179104478,0.10116731517509728,1.4871794871794872,58,0.0,0.0,0.0,0.0,0.55,-1.0,-1.8369701987210297e-16,1,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,0,False,False,False,False,True
Q2 2021,Enugu,124,62,55,57,128,0,0,25,41,1,2023,2022-09-01,154,2.4027777777777777,0.023255813953488372,1.2475247524752475,38,0.0,0.004629629629629629,0.0,0.9661016949152542,0.4205607476635514,1.0,-1.0,1,0,22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,North East,5,False,True,False,False,False
Q4 2023,Ekiti,88,318,53,502,2,0,0,0,11,4,2021,2024-03-01,175,2.9411764705882355,0.15028901734104047,0.9090909090909091,288,0.6166666666666667,0.0,0.0,0.04128440366972477,0.42857142857142855,1.2246467991473532e-16,6.123233995736766e-17,1,0,31,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,2,False,False,False,False,False
Q1 2023,Rivers,48,154,21,32,270,0,0,0,66,3,2022,2021-09-01,80,1.3791666666666667,0.1797752808988764,1.5151515151515151,115,0.3611111111111111,0.0,0.0,0.0,0.6041666666666666,-2.4492935982947064e-16,-1.0,1,0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,North East,0,False,False,False,True,False
Q4 2023,Lagos,32,299,11,4,0,0,0,0,308,3,2022,2021-06-01,88,1.7,0.07720588235294118,0.15352697095435686,368,0.0,0.0,0.0,1.0,0.59375,1.2246467991473532e-16,1.0,1,0,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,5,False,False,False,False,False
Q1 2024,Lagos,155,215,84,100,29,0,0,0,126,4,2021,2022-03-01,15,3.34375,0.25,1.1724137931034482,10,0.36666666666666664,0.0,0.0,0.0,0.42424242424242425,1.0,6.123233995736766e-17,1,0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,4,False,False,False,False,False
Q4 2022,Adamawa,9,113,78,35,107,0,0,3,17,2,2020,2021-12-01,613,2.8702702702702703,0.14102564102564102,1.0909090909090908,134,0.037037037037037035,0.0,0.03314917127071823,0.0,0.40208333333333335,1.0,6.123233995736766e-17,1,1,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,4,True,False,False,False,True
Q1 2021,Adamawa,106,274,1,126,0,0,0,1,57,3,2021,2022-06-01,62,5.519337016574585,0.10869565217391304,0.04956896551724138,97,0.6111111111111112,0.0,0.045454545454545456,0.0,0.32608695652173914,1.0,1.0,0,1,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,South West,3,True,False,False,False,False
Q2 2021,Osun,25,127,90,2,0,0,0,0,8,4,2023,2024-03-01,49,1.0625,0.17857142857142858,1.3661971830985915,35,0.36082474226804123,0.04,0.0,0.015463917525773196,0.0,1.2246467991473532e-16,1.0,1,0,35,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,3,False,True,True,False,False
Q1 2021,Borno,19,649,11,109,0,0,0,13,57,2,2022,2023-09-01,161,1.917808219178082,0.21052631578947367,1.1851851851851851,80,0.0,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,6.123233995736766e-17,1,1,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,5,False,False,False,True,False
Q2 2021,Zamfara,61,399,15,39,14,2,1,0,28,1,2021,2021-09-01,410,4.416666666666667,0.14957264957264957,1.6153846153846154,34,0.36363636363636365,0.0,0.0,0.47058823529411764,0.5227272727272727,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,32,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,5,True,True,False,False,False
Q1 2023,Kebbi,252,229,21,502,265,2,0,7,26,4,2022,2021-09-01,78,1.6666666666666667,0.15841584158415842,1.0847457627118644,19,0.0,0.0,0.0,0.0,0.38990825688073394,1.2246467991473532e-16,6.123233995736766e-17,1,0,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,2,False,False,True,False,False
Q4 2021,Nasarawa,13,234,10,25,71,0,0,15,36,1,2022,2023-12-01,568,5.045454545454546,0.14915966386554622,1.8508771929824561,41,0.0032679738562091504,0.0,0.0,0.0,0.2976190476190476,1.0,1.0,1,1,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,False,False,False,False
Q1 2021,Benue,67,93,102,271,120,0,0,4,32,3,2021,2023-09-01,54,7.739130434782608,0.14814814814814814,1.5650557620817844,26,0.4472049689440994,0.0,0.0,0.9596774193548387,0.42948717948717946,1.2246467991473532e-16,-1.8369701987210297e-16,0,1,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,2,False,False,False,False,False
Q2 2021,Ekiti,96,110,25,51,0,0,0,0,41,4,2021,2024-03-01,201,1.7534246575342465,0.14791987673343607,1.2105263157894737,400,0.0,0.0,0.0,0.0,0.41836734693877553,-1.0,-1.8369701987210297e-16,1,1,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,2,False,False,False,True,False
Q1 2021,Adamawa,166,30,43,115,140,0,0,73,85,4,2022,2021-06-01,91,55.0,0.2222222222222222,1.5833333333333333,83,0.01282051282051282,0.0,0.0,0.0,0.6150627615062761,1.2246467991473532e-16,-1.8369701987210297e-16,1,1,34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,5,True,True,False,False,False
Q4 2021,Kogi,200,148,155,1,27,0,2,0,69,2,2022,2021-06-01,22,3.339622641509434,0.1386861313868613,1.0294117647058822,106,0.0,0.0,0.0,1.0,0.5483870967741935,1.0,1.0,1,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,South West,2,False,True,False,False,True
Q2 2021,Bayelsa,66,256,32,132,0,0,0,1,7,4,2023,2020-12-01,587,3.032967032967033,0.17277486910994763,1.4090909090909092,87,0.0,0.0,0.0,0.6371681415929203,0.5092592592592593,1.2246467991473532e-16,-1.0,1,0,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,0,False,True,False,False,False
Q3 2021,Enugu,22,45,94,120,25,0,0,0,82,1,2022,2021-09-01,349,2.4363636363636365,0.15261044176706828,1.0763888888888888,52,0.0,0.0,0.0,0.0,0.42424242424242425,1.0,-1.0,1,0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,2,True,False,False,False,False
Q4 2021,Kano,23,417,13,1,14,1,0,0,19,4,2022,2023-12-01,529,2.2832167832167833,0.18613861386138614,1.2201834862385321,36,0.3492063492063492,0.0,0.019230769230769232,0.016722408026755852,0.4117647058823529,-1.0,1.0,1,1,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,False,False
Q3 2021,Bayelsa,23,128,8,40,26,0,0,37,72,2,2024,2021-06-01,39,3.057471264367816,0.3333333333333333,0.9166666666666666,15,0.42066420664206644,0.0,0.0,0.0,0.3556701030927835,-1.0,6.123233995736766e-17,1,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,4,False,False,False,False,False
Q3 2022,Borno,100,161,59,438,0,0,0,20,0,4,2021,2020-12-01,322,2.1549295774647885,0.08764940239043825,1.0,155,0.6557377049180327,0.0,0.012345679012345678,0.0,0.5852090032154341,-1.0,1.0,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,North West,1,False,False,True,False,False
Q3 2023,Borno,242,425,26,51,34,0,0,26,90,2,2021,2023-12-01,109,3.775,0.1016949152542373,1.0,86,0.6441717791411042,0.0,0.0,0.0,0.3558282208588957,1.2246467991473532e-16,-1.8369701987210297e-16,1,0,28,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,5,False,False,False,True,False
Q3 2023,Bauchi,59,265,13,382,183,0,0,0,6,3,2022,2021-03-01,272,2.878787878787879,0.11079545454545454,1.875,134,0.007692307692307693,0.0,0.0,0.95,0.12121212121212122,1.0,1.0,1,1,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,3,False,False,False,False,False
Q2 2022,Bauchi,40,175,60,16,115,0,1,0,27,3,2023,2024-03-01,159,3.3157894736842106,0.1511627906976744,1.236220472440945,102,0.4444444444444444,0.0,0.0,0.2857142857142857,0.0,1.0,6.123233995736766e-17,1,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,False,False,True,True,False
Q4 2021,Lagos,283,420,36,343,28,0,0,0,25,2,2022,2021-03-01,243,4.017857142857143,0.14098360655737704,1.4262295081967213,122,0.625,0.0,0.018691588785046728,0.7425742574257426,0.25196850393700787,1.2246467991473532e-16,-1.8369701987210297e-16,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,4,True,False,False,True,False
Q4 2020,Nasarawa,212,369,76,97,75,0,0,0,73,2,2024,2021-03-01,276,2.6307692307692307,0.07608695652173914,1.1875,98,0.6090225563909775,0.0,0.0,0.9923076923076923,0.19047619047619047,1.0,1.0,1,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,South East,5,False,False,False,False,False
Q4 2020,Bayelsa,96,25,11,40,64,0,0,0,7,1,2021,2023-12-01,200,2.196969696969697,0.2670157068062827,1.5405405405405406,438,0.6153846153846154,0.0,0.0,0.7333333333333333,0.2682926829268293,-2.4492935982947064e-16,6.123233995736766e-17,1,1,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,4,False,True,False,False,True
Q1 2023,Plateau,73,283,93,197,35,0,0,0,0,2,2022,2021-03-01,316,2.0945121951219514,0.14204545454545456,1.9701492537313432,332,0.4115755627009646,0.0,0.0,0.0,0.19298245614035087,1.0,-1.0,1,0,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,5,False,False,False,True,True
Q4 2023,Lagos,44,118,68,9,300,0,0,1,0,4,2023,2023-12-01,200,4.026315789473684,0.1724137931034483,1.4838709677419355,57,0.0,0.0,0.0,0.0,0.36936936936936937,-1.0,-1.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q2 2021,Taraba,67,14,53,21,0,0,0,0,414,1,2021,2022-06-01,357,1.9496402877697843,0.12137203166226913,1.3571428571428572,274,0.041666666666666664,0.0,0.0,0.0,0.6363636363636364,1.0,-1.0,1,0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1,False,False,False,False,False
Q2 2023,Osun,55,15,37,28,0,0,0,0,68,1,2022,2022-09-01,78,75.0,0.14210526315789473,1.309090909090909,197,0.6973684210526315,0.0,0.0,0.0,0.375609756097561,1.0,-1.0,1,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South West,0,True,True,True,False,False
Q4 2022,Kano,31,240,17,124,36,2,0,99,0,4,2021,2023-12-01,137,3.5588235294117645,0.20776255707762556,1.347985347985348,17,0.64,0.0,0.0,0.6451612903225806,0.1875,1.0,-1.8369701987210297e-16,0,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,1,False,False,False,False,False
Q1 2022,Nasarawa,35,89,177,28,10,0,0,260,17,1,2023,2023-09-01,102,2.4603174603174605,0.15444015444015444,1.4210526315789473,120,0.0,0.0,0.0,0.9302325581395349,0.19148936170212766,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,True,False,False,False
Q1 2024,Delta,114,152,12,81,4,0,0,0,29,2,2022,2021-09-01,218,89.0,0.09495548961424333,1.2205882352941178,52,0.8846153846153846,0.0,0.0,0.035897435897435895,0.8877551020408163,1.0,1.0,1,1,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,3,False,False,True,True,False
Q4 2021,Bauchi,12,135,9,38,16,0,0,11,61,3,2021,2021-12-01,76,3.1346153846153846,0.11023622047244094,1.1818181818181819,28,0.0,0.0,0.0,0.02631578947368421,0.3548387096774194,1.2246467991473532e-16,1.0,1,1,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,4,False,False,False,False,False
Q4 2023,Bauchi,91,349,14,98,85,0,3,38,30,3,2022,2022-09-01,59,2.588235294117647,0.09395973154362416,1.2105263157894737,60,0.6081081081081081,0.0,0.0,0.48484848484848486,0.3364485981308411,-2.4492935982947064e-16,1.0,1,0,22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,North West,3,False,False,False,False,False
Q1 2021,Gombe,31,236,24,48,128,0,0,3,67,2,2021,2022-12-01,279,3.1,0.15416666666666667,1.03125,16,0.5,0.0,0.0,0.6425339366515838,0.3333333333333333,-2.4492935982947064e-16,6.123233995736766e-17,1,1,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,3,False,False,False,False,False
Q4 2021,Ebonyi,19,473,35,116,6,0,0,0,78,3,2021,2022-12-01,251,357.0,0.12962962962962962,1.1818181818181819,81,0.631578947368421,0.0,0.0,0.007352941176470588,0.34,1.0,1.0,1,0,35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,North East,1,False,False,False,True,False
Q3 2021,Edo,22,302,83,23,57,1,0,168,115,3,2021,2020-12-01,96,2.3893805309734515,0.2706422018348624,1.2797202797202798,24,0.0,0.0,0.0,0.6190476190476191,0.45714285714285713,-1.0,6.123233995736766e-17,0,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,South South,4,False,False,False,False,False
Q3 2021,Jigawa,31,618,68,112,45,0,0,0,11,4,2021,2022-06-01,145,3.3944954128440368,0.13544018058690746,1.3493150684931507,112,0.0,0.0,0.0,0.547945205479452,0.33540372670807456,1.0,6.123233995736766e-17,1,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,2,True,False,False,True,False
Q4 2021,Ondo,77,333,37,194,25,0,2,3,40,4,2023,2021-12-01,377,2.605095541401274,0.0,1.5,28,0.6285714285714286,0.0,0.0,0.4930555555555556,0.4117647058823529,1.0,-1.0,1,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,North Central,0,False,False,False,False,False
Q3 2023,Oyo,19,288,52,29,14,0,1,0,149,4,2022,2021-09-01,265,2.111111111111111,0.136986301369863,1.6934306569343065,56,0.6190476190476191,0.0,0.0,0.0,0.43283582089552236,1.2246467991473532e-16,6.123233995736766e-17,1,1,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,South East,3,False,True,False,False,False
Q4 2022,Lagos,10,555,39,9,0,0,0,23,41,2,2022,2021-09-01,101,6.71875,0.1794871794871795,1.0,162,0.4024390243902439,0.0,0.0045045045045045045,0.7011494252873564,0.40540540540540543,-2.4492935982947064e-16,1.0,1,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,3,False,True,False,False,False
Q4 2021,Kebbi,101,154,40,274,22,0,0,1,68,2,2022,2020-12-01,75,4.490909090909091,0.11428571428571428,1.3612040133779264,92,0.4878048780487805,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,North East,2,True,False,False,False,False
Q4 2023,Edo,53,97,22,4,0,1,0,0,134,4,2022,2022-12-01,270,1.2666666666666666,0.1423670668953688,1.018181818181818,149,0.0,0.0,0.0,0.0,0.7019230769230769,-1.0,1.0,1,1,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,True
Q4 2023,Ondo,48,96,15,7,47,0,2,0,8,4,2021,2023-03-01,366,1.6486486486486487,0.23076923076923078,1.2857142857142858,203,0.6396396396396397,0.0,0.0,0.5428571428571428,0.32978723404255317,1.0,1.0,1,0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,2,False,False,True,False,False
Q4 2022,Kogi,107,287,16,48,4,0,9,79,62,2,2023,2020-12-01,555,3.642857142857143,0.1037037037037037,1.2830188679245282,20,0.5522388059701493,0.0,0.0,0.5794392523364486,0.5588235294117647,-1.0,-1.0,1,1,10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,2,False,True,False,False,True
Q1 2024,Kogi,173,828,25,10,0,1,0,158,21,1,2021,2022-09-01,69,3.3421052631578947,0.08280254777070063,1.3483870967741935,131,0.8185840707964602,0.0,0.0,0.9813084112149533,0.30952380952380953,-2.4492935982947064e-16,6.123233995736766e-17,1,1,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,True,False
